,Structure,Avg RMSD,Avg ligand RMSD,Ligand base distance
0,0.842_1ohp_Rosetta_1ohp_Rosetta_Relax_7787,1.6434306811290198,0.8221261750240035,3.5586865192159856
1,0.838_1ohp_Rosetta_1ohp_Rosetta_Relax_7172,1.7747187100111765,0.9533970748882258,3.650974381071324
2,0.825_1ohp_Rosetta_1ohp_Rosetta_Design_8289,1.6683991572125412,1.2139835096733786,3.6248916378304514
3,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_7673,1.6204400374664778,0.6366763569462137,3.742988961487536
4,0.836_1ohp_Rosetta_1ohp_Rosetta_Design_8486,1.6462986618700888,0.902567828565014,3.557029088834427
5,0.843_1ohp_Rosetta_1ohp_Rosetta_Relax_8445,1.7008287733345733,1.0331331307065186,3.6055834819008936
6,0.840_1ohp_Rosetta_1ohp_Rosetta_Relax_7078,1.5810840196903961,0.9599161649097931,3.657951647049161
7,0.845_1ohp_Rosetta_1ohp_Rosetta_Relax_7369,1.6837440551612808,1.1863413320395702,3.5857496982130996
8,0.845_1ohp_Rosetta_1ohp_Rosetta_Design_10000,1.5080543348052242,1.0007140454618615,3.6087602125943916
9,0.815_1ohp_Rosetta_1ohp_Rosetta_Design_9686,1.6942896658430988,1.3724708556818068,3.5699453215123165
10,0.859_1ohp_Rosetta_1ohp_Rosetta_Relax_7750,1.7153326204703692,0.6255835465749995,3.6333360438249445
11,0.814_1ohp_Rosetta_1ohp_Rosetta_Design_7447,1.905395955501136,1.4207416963733783,3.6100672785971293
12,0.817_1ohp_Rosetta_1ohp_Rosetta_Design_8132,1.7223066999430565,0.9549020300404438,3.536280077980247
13,0.841_1ohp_Rosetta_1ohp_Rosetta_Design_8938,1.6222525381222526,0.7529756338777693,3.6310144609793307
14,0.824_1ohp_Rosetta_1ohp_Rosetta_Relax_6411,1.57549693156226,0.7236532638041653,3.5649781157737777
15,0.832_1ohp_Rosetta_1ohp_Rosetta_Relax_7839,1.723785812229481,1.0474988731464256,3.6750571484499504
16,0.819_1ohp_Rosetta_1ohp_Rosetta_Design_8165,1.7611272008213281,1.1374687632652907,3.604814272139977
17,0.832_1ohp_Rosetta_1ohp_Rosetta_Design_7189,1.7622484711156399,0.6700209273846875,3.6330241095600364
18,0.841_1ohp_Rosetta_1ohp_Rosetta_Design_8659,1.930159572364012,0.5355045190410462,3.5797649519007635
19,0.847_1ohp_Rosetta_1ohp_Rosetta_Relax_8041,1.658448921821321,0.844337885487134,3.625997551197434
20,0.848_1ohp_Rosetta_1ohp_Rosetta_Relax_8212,1.701315409110748,1.1181486919377364,3.5649652962342033
21,0.815_1ohp_Rosetta_1ohp_Rosetta_Design_7034,1.891234111862266,1.0311470201613067,3.676808143407962
22,0.840_1ohp_Rosetta_1ohp_Rosetta_Design_8672,1.5576933324386615,0.8388786769427268,3.601860990751045
23,0.810_1ohp_Rosetta_1ohp_Rosetta_Design_7427,1.5326701627503787,0.9244992911544625,3.593101929353236
24,0.823_1ohp_Rosetta_1ohp_Rosetta_Design_8062,2.029603902797898,1.2926098187279513,3.6803058865971785
25,0.831_1ohp_Rosetta_1ohp_Rosetta_Design_7294,1.541676688313673,0.8011980990171562,3.7493166027213563
26,0.813_1ohp_Rosetta_1ohp_Rosetta_Design_7339,1.9219573875235583,1.0848139754672725,3.5811450579310544
27,0.851_1ohp_Rosetta_1ohp_Rosetta_Relax_7812,1.544327954578918,0.7577191337862355,3.632326195039352
28,0.823_1ohp_Rosetta_1ohp_Rosetta_Design_7594,1.6400247223817352,1.2898018466057444,3.6033262795377476
29,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_8566,1.641404093101999,1.3699772636317997,3.6071250035052898
30,0.825_1ohp_Rosetta_1ohp_Rosetta_Design_7452,1.5796668339087505,1.1022201484086778,3.6379480288704173
31,0.841_1ohp_Rosetta_1ohp_Rosetta_Design_8128,1.6703947042495044,0.9048836067725785,3.597683865962935
32,0.823_1ohp_Rosetta_1ohp_Rosetta_Design_9712,1.7876078153102128,1.3013910328878926,3.624439166193267
33,0.840_1ohp_Rosetta_1ohp_Rosetta_Relax_7929,1.8747491099867974,0.9663434943690857,3.588191394311117
34,0.859_1ohp_Rosetta_1ohp_Rosetta_Relax_7058,1.6520308198338831,1.0484356354313515,3.659439046926946
35,0.839_1ohp_Rosetta_1ohp_Rosetta_Design_8610,1.7357710391559145,0.851806035620743,3.6171237225831177
36,0.830_1ohp_Rosetta_1ohp_Rosetta_Design_8941,1.6020715190424553,1.2296436131043713,3.5698855639847515
37,0.821_1ohp_Rosetta_1ohp_Rosetta_Design_7797,1.4777355675724029,1.09838078269769,3.55483252914715
38,0.819_1ohp_Rosetta_1ohp_Rosetta_Relax_5992,1.6220143464223358,0.7210895198076713,3.644061923034665
39,0.821_1ohp_Rosetta_1ohp_Rosetta_Design_9511,1.8058680237783242,1.001548781653722,3.5669106850250296
40,0.833_1ohp_Rosetta_1ohp_Rosetta_Relax_7531,1.9916395854809523,1.0209543106927264,3.5194551867571287
41,0.825_1ohp_Rosetta_1ohp_Rosetta_Design_9133,1.5818257039149701,1.3516517736664053,3.5995520356049346
42,0.845_1ohp_Rosetta_1ohp_Rosetta_Relax_7807,1.4973500924827472,0.7137592747218766,3.637677448377205
43,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_9867,1.7226001755723441,1.0389091491393703,3.600468717521268
44,0.819_1ohp_Rosetta_1ohp_Rosetta_Design_8501,1.6801580171686592,1.0067067153439058,3.6567700710343223
45,0.829_1ohp_Rosetta_1ohp_Rosetta_Design_7524,1.7646798494136484,1.1605702063736794,3.6452505616867854
46,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_7390,1.6693137139040846,0.9977710203018593,3.5803449568271795
47,0.824_1ohp_Rosetta_1ohp_Rosetta_Design_8167,1.7950997991427837,1.611727657160357,3.606060066842871
48,0.840_1ohp_Rosetta_1ohp_Rosetta_Relax_7062,2.2462054518615324,1.4572487461254833,3.713237496819206
49,0.845_1ohp_Rosetta_1ohp_Rosetta_Design_9243,1.609464179714577,0.8711462884079516,3.644913715448888
50,0.865_1ohp_Rosetta_1ohp_Rosetta_Relax_9724,1.5329848462603166,0.9095528763619034,3.612000244410816
51,0.826_1ohp_Rosetta_1ohp_Rosetta_Design_7316,2.0228101266129723,1.7561939046803683,3.637711046045459
52,0.852_1ohp_Rosetta_1ohp_Rosetta_Relax_7672,1.5463566455147633,0.6728195967120516,3.61216785480232
53,0.823_1ohp_Rosetta_1ohp_Rosetta_Design_6900,2.009182520990186,0.7366130018266253,3.6465423743542034
54,0.857_1ohp_Rosetta_1ohp_Rosetta_Relax_9557,1.6015668727789607,0.686319915761146,3.5034479109697414
55,0.811_1ohp_Rosetta_1ohp_Rosetta_Relax_4567,1.7786650438921043,1.197501039969178,3.6532079632732293
56,0.830_1ohp_Rosetta_1ohp_Rosetta_Design_7539,1.7537921442306772,0.8891897730495044,3.5853319711130127
57,0.853_1ohp_Rosetta_1ohp_Rosetta_Design_9975,1.860006624297813,0.7481148028995928,3.6107013373937002
58,0.819_1ohp_Rosetta_1ohp_Rosetta_Design_7589,1.6343823161786233,0.9048003626838603,3.6660714229278915
59,0.833_1ohp_Rosetta_1ohp_Rosetta_Design_7980,1.8992158144134592,0.991974382049477,3.6771118375035967
60,0.828_1ohp_Rosetta_1ohp_Rosetta_Design_7018,1.7681496168695687,0.9778558643984863,3.6721126217138482
61,0.843_1ohp_Rosetta_1ohp_Rosetta_Relax_9251,2.199494477463829,1.5410266702265931,3.7284117041403158
62,0.814_1ohp_Rosetta_1ohp_Rosetta_Design_7542,1.6356934336305549,0.6547841607481962,3.6423422112274535
63,0.834_1ohp_Rosetta_1ohp_Rosetta_Design_7091,1.6046708081649843,0.818142598712069,3.5925573710974037
64,0.810_1ohp_Rosetta_1ohp_Rosetta_Design_6971,1.6220834492681426,0.9647768693044615,3.582906801123129
65,0.855_1ohp_Rosetta_1ohp_Rosetta_Relax_8525,1.6192492061197388,0.6453000457785086,3.6409382723942882
66,0.843_1ohp_Rosetta_1ohp_Rosetta_Relax_7028,1.625327807075522,0.9869746499186078,3.550397493674873
67,0.818_1ohp_Rosetta_1ohp_Rosetta_Design_9131,1.7350908865035497,1.0835894003379305,3.6567827934232655
68,0.811_1ohp_Rosetta_1ohp_Rosetta_Design_7696,1.6464714502821511,0.6985727067759312,3.6208205066478363
69,0.841_1ohp_Rosetta_1ohp_Rosetta_Design_9078,1.5801399857971286,0.7731265686314905,3.5393404232775056
70,0.817_1ohp_Rosetta_1ohp_Rosetta_Design_7325,1.6469307326827245,1.3239484227309855,3.627022406157083
71,0.810_1ohp_Rosetta_1ohp_Rosetta_Relax_6322,1.8084665976475605,0.6865772918714582,3.6050097602037687
72,0.834_1ohp_Rosetta_1ohp_Rosetta_Relax_7790,1.8641898486205342,0.756260746311759,3.587485280874298
73,0.834_1ohp_Rosetta_1ohp_Rosetta_Relax_7661,1.736108343149862,0.9136873140113998,3.64581631645024
74,0.819_1ohp_Rosetta_1ohp_Rosetta_Design_7765,1.8400532937746632,1.1216324361534007,3.535363647898799
75,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_7365,1.7659209588631868,0.8304449319060024,3.5824807337246156
76,0.816_1ohp_Rosetta_1ohp_Rosetta_Design_9124,1.6021205942034087,0.9894873939978472,3.5727790809425564
77,0.811_1ohp_Rosetta_1ohp_Rosetta_Design_7443,2.367359388065348,2.022733825344271,3.6095360995003647
78,0.817_1ohp_Rosetta_1ohp_Rosetta_Design_7231,1.8076777060169344,1.5976893632903992,3.527414395321164
79,0.839_1ohp_Rosetta_1ohp_Rosetta_Relax_7469,1.7015796066474311,0.7295211778297878,3.6477899336957678
80,0.818_1ohp_Rosetta_1ohp_Rosetta_Relax_6843,1.8868559719322788,1.0216042881819627,3.6037074829858637
81,0.812_1ohp_Rosetta_1ohp_Rosetta_Design_7272,1.7140302591108,1.305383293090714,3.6908361408312835
82,0.832_1ohp_Rosetta_1ohp_Rosetta_Design_7645,1.7461444133161514,0.6765179741587093,3.5603271223141504
83,0.826_1ohp_Rosetta_1ohp_Rosetta_Relax_5805,1.869563621270887,0.6852702574311161,3.626943106367443
84,0.820_1ohp_Rosetta_1ohp_Rosetta_Design_7949,1.8331928570748992,1.1332263723577625,3.6538508755245607
85,0.835_1ohp_Rosetta_1ohp_Rosetta_Design_9760,1.6972295836748565,0.8609256354217631,3.6368593942462994
86,0.811_1ohp_Rosetta_1ohp_Rosetta_Relax_6049,1.5078367896427733,0.7669729784232534,3.66223759413547
87,0.814_1ohp_Rosetta_1ohp_Rosetta_Design_7868,1.8855594645260907,0.817996097964075,3.6202883239901533
88,0.814_1ohp_Rosetta_1ohp_Rosetta_Design_7935,1.6779197842028952,1.0311014908025586,3.6903907540479124
89,0.815_1ohp_Rosetta_1ohp_Rosetta_Design_9190,1.722022972041178,1.0404657948415688,3.634499941250894
90,0.814_1ohp_Rosetta_1ohp_Rosetta_Design_7556,1.712970277806361,1.3253733044427525,3.732072629245244
91,0.827_1ohp_Rosetta_1ohp_Rosetta_Design_7782,1.856085005033313,1.1077383147137987,3.6190354677278593
92,0.848_1ohp_Rosetta_1ohp_Rosetta_Relax_9850,1.5901269043523758,0.6451278349482152,3.6246356592444373
93,0.834_1ohp_Rosetta_1ohp_Rosetta_Relax_6816,1.6110354930404949,0.9712714597128486,3.669405952783076
94,0.833_1ohp_Rosetta_1ohp_Rosetta_Design_9789,1.4957579874011853,0.7263037410992549,3.651712815682817
95,0.824_1ohp_Rosetta_1ohp_Rosetta_Relax_8565,1.6116728915601144,0.7325845965256762,3.6743202503390884
96,0.817_1ohp_Rosetta_1ohp_Rosetta_Design_7408,1.65192081825498,0.9917134530761891,3.6178141975281277
97,0.837_1ohp_Rosetta_1ohp_Rosetta_Design_9541,1.7377236803379756,1.1228740142589886,3.684934366484112
98,0.833_1ohp_Rosetta_1ohp_Rosetta_Relax_7491,1.723219777096934,1.1751077070385199,3.623491013914193
99,0.843_1ohp_Rosetta_1ohp_Rosetta_Design_9884,1.7378395439506313,0.7128958456751195,3.5862760125415853
